Wall time,Step,Value
1772225101.305222,1405,4.866238305112347e-05
1772225101.648411,1413,0.00018570348038338125
1772225101.774076,1416,0.001988433301448822
1772225101.816289,1417,0.00420086644589901
1772225101.897498,1419,0.006369681563228369
1772225101.97965,1421,0.007678620517253876
1772225102.020765,1422,0.007560739293694496
1772225102.420821,1431,0.0023098362144082785
1772225102.459917,1432,0.0018958738073706627
1772225102.631089,1436,0.0007906114915385842
1772225102.713784,1438,0.00043638161150738597
1772225102.754796,1439,0.0006920461310073733
1772225102.794886,1440,0.0006611254066228867
1772225102.838316,1441,0.00043557927710935473
1772225102.973493,1444,0.0006020781584084034
1772225103.060252,1446,0.0007057845941744745
1772225103.104753,1447,0.000719554431270808
1772225103.152076,1448,0.0006372588686645031
1772225103.199829,1449,0.0004577619256451726
1772225103.245598,1450,0.0006920232553966343
1772225103.291158,1451,0.0005136725376360118
1772225103.336607,1452,0.001703062909655273
1772225103.426954,1454,0.0012272424064576626
1772225103.473514,1455,0.0010094618191942573
1772225103.515065,1456,0.002202416304498911
1772225103.555558,1457,0.001436328631825745
1772225103.597371,1458,0.0017461368115618825
1772225103.639604,1459,0.0012837520334869623
1772225103.682366,1460,0.0025785479228943586
1772225103.726241,1461,0.007828843779861927
1772225103.809001,1463,0.003470919793471694
1772225104.105381,1470,0.012570381164550781
1772225104.243928,1473,0.022588133811950684
1772225104.286522,1474,0.016368472948670387
1772225104.376654,1476,0.007643901277333498
1772225104.421958,1477,0.0040071033872663975
1772225104.594473,1481,0.0004888986586593091
1772225104.643519,1482,0.0006800257251597941
1772225104.689387,1483,0.00032540407846681774
1772225104.858355,1487,0.0001398700987920165
1772225104.900899,1488,0.00015723278920631856
1772225104.942575,1489,0.00012443964078556746
1772225104.984215,1490,9.786957525648177e-05
1772225105.029036,1491,7.889734843047336e-05
1772225105.120422,1493,0.00010181580728385597
1772225105.162273,1494,0.00010911523713730276
1772225105.335608,1498,8.088519825832918e-05
1772225105.377583,1499,9.166655217995867e-05
1772225105.424082,1500,0.000168500017025508
1772225105.507978,1502,8.6370506323874e-05
1772225105.636223,1505,0.0001358805748168379
1772225105.809138,1509,0.00010456591553520411
1772225105.853383,1510,7.142880349420011e-05
1772225105.89698,1511,0.00013889044930692762
1772225105.985127,1513,0.00017989349726121873
1772225106.069672,1515,0.00031939204200170934
1772225106.112068,1516,0.0006816827808506787
1772225106.407445,1523,0.0018463751766830683
1772225106.535468,1526,0.0014469720190390944
